SR,SR_ref
"HADEN SSP, 2016, J RES MARK ENTREP","DUBOIS A, 2002, J BUS RES"
"HADEN SSP, 2016, J RES MARK ENTREP","EGGERS F, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP"
"HADEN SSP, 2016, J RES MARK ENTREP","EGGERS F, 2012, INT ENTREP MANAG J"
"HADEN SSP, 2016, J RES MARK ENTREP","EISENHARDT KM, 2007, ACAD MANAGE J"
"HADEN SSP, 2016, J RES MARK ENTREP","EVANS DS, 1989, AM ECON REV"
"HADEN SSP, 2016, J RES MARK ENTREP","GLADWELL M, 2002, THE TIPPING POINT"
"HADEN SSP, 2016, J RES MARK ENTREP","GRUBER M, 2004, SCHMALENBACH BUS REV"
"HADEN SSP, 2016, J RES MARK ENTREP","HEIMAN SE, 1987, NEW CONCEPTUAL SELLI"
"HADEN SSP, 2016, J RES MARK ENTREP","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP"
"HADEN SSP, 2016, J RES MARK ENTREP","HILLS G, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"HADEN SSP, 2016, J RES MARK ENTREP","HUBER F, 2001, J CONSUM MARK"
"HADEN SSP, 2016, J RES MARK ENTREP","HULTMAN CM, 2011, J RES MARK ENTREP"
"HADEN SSP, 2016, J RES MARK ENTREP","HUMPHREYS J H, 2013, JOURNAL OF APPLIED M"
"HADEN SSP, 2016, J RES MARK ENTREP","HUMPHREYS J H, 2011, JOURNAL OF LEADERSHIP ORGANIZATIONAL STUDIES"
"HADEN SSP, 2016, J RES MARK ENTREP","IONITA D, 2012, MANAGEMENT MARKETING"
"HADEN SSP, 2016, J RES MARK ENTREP","KORSGAARD S, 2011, INT SMALL BUS J"
"HADEN SSP, 2016, J RES MARK ENTREP","KOTLER P, 2008, MARKETING MANAGEMENT"
"HADEN SSP, 2016, J RES MARK ENTREP","KOTLER PK, 2003, MARK MANAG"
"HADEN SSP, 2016, J RES MARK ENTREP","KRAUS S, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"HADEN SSP, 2016, J RES MARK ENTREP","LAMOND D, 2006, J MANAG HIST"
"HADEN SSP, 2016, J RES MARK ENTREP","LARSON A, 1991, J BUS VENTURING"
"HADEN SSP, 2016, J RES MARK ENTREP","LINGELBACH D, 2012, J CONSUM MARK"
"HADEN SSP, 2016, J RES MARK ENTREP","LUSK J, 2002, MOUSE DRIVER CHRONIC"
"HADEN SSP, 2016, J RES MARK ENTREP","MAGNUSSON D, 1977, PERSONALITY CROSSROA"
"HADEN SSP, 2016, J RES MARK ENTREP","MANKELOW G, 2001, JOURNAL OF DEVELOPMENTAL ENTREPRENEURSHIP"
"HADEN SSP, 2016, J RES MARK ENTREP","MARTIN S, 2007, JACKSON UNVEILS TRUM"
"HADEN SSP, 2016, J RES MARK ENTREP","MCDONALD FRANK, , J INT ENTREP"
"HADEN SSP, 2016, J RES MARK ENTREP","MILES M, 2015, J STRATEG MARK"
"HADEN SSP, 2016, J RES MARK ENTREP","MILES MP, 2006, EUR J MARKETING"
"HADEN SSP, 2016, J RES MARK ENTREP","MITCHELL RK, 2002, ENTREP THEORY PRACT"
"HADEN SSP, 2016, J RES MARK ENTREP","MORIYA FE, 1987, MANAGE REV"
"HADEN SSP, 2016, J RES MARK ENTREP","MORRIS MH, 2002, J MARKET THEORY PRAC"
"HADEN SSP, 2016, J RES MARK ENTREP","MORRISH S C, 2011, J SMALL BUSINESS ENT"
"HADEN SSP, 2016, J RES MARK ENTREP","MORRISH SC, 2010, J STRATEG MARK"
"HADEN SSP, 2016, J RES MARK ENTREP","MORT GS, 2012, EUR J MARKETING"
"HADEN SSP, 2016, J RES MARK ENTREP","NOVICEVIC MILORAD, 2006, JOURNAL OF LEADERSHIP ORGANIZATIONAL STUDIES"
"HADEN SSP, 2016, J RES MARK ENTREP","NOVICEVIC MM, 2011, BUS HORIZONS"
"HADEN SSP, 2016, J RES MARK ENTREP","RHOADES GK, 2010, BOOM START PRINCIPLE"
"HADEN SSP, 2016, J RES MARK ENTREP","RYAN MARC, 2004, TRUMPET RECORDS DIAM"
"HADEN SSP, 2016, J RES MARK ENTREP","SARRI K, 2009, J EUROPEAN IND TRAIN"
"HADEN SSP, 2016, J RES MARK ENTREP","SHANE S, 2000, ACAD MANAGE REV"
"HADEN SSP, 2016, J RES MARK ENTREP","SIGGELKOW N, 2007, ACAD MANAGE J"
"HADEN SSP, 2016, J RES MARK ENTREP","SLATER SF, 1997, J ACAD MARKET SCI"
"HADEN SSP, 2016, J RES MARK ENTREP","SMITH JB, 2007, J MARKET THEORY PRAC"
"HADEN SSP, 2016, J RES MARK ENTREP","SRIVASTAVA RK, 1998, J MARKETING"
"HADEN SSP, 2016, J RES MARK ENTREP","SULL DN, 2004, MIT SLOAN MANAGE REV"
"HADEN SSP, 2016, J RES MARK ENTREP","SWENSON MJ, 2012, THE JOURNAL OF APPLIED BUSINESS AND ECONOMICS"
"HADEN SSP, 2016, J RES MARK ENTREP","TSANG EWK, 2014, INT J MANAG REV"
"HADEN SSP, 2016, J RES MARK ENTREP","VENKATARAMAN S, 1997, ADVANCES IN ENTREPRENEURSHIP"
"HADEN SSP, 2016, J RES MARK ENTREP","WEICK KE, 1989, ACAD MANAGE REV"
"HADEN SSP, 2016, J RES MARK ENTREP","WENSLEY AKP, 2011, INT J MANPOWER"
"HADEN SSP, 2016, J RES MARK ENTREP","WOODAL T, 2003, ACAD. MARKET. SCI. REV"
"HADEN SSP, 2016, J RES MARK ENTREP","YIN RK, 2018, CASE STUDY RESEARCH: DESIGN AND METHODS"
"SADIKU-DUSHI N, 2019, J BUS RES","ALDRICH HE, 1990, ANNU REV SOCIOL"
"SADIKU-DUSHI N, 2019, J BUS RES","AZEN R, 2009, J EDUC BEHAV STAT"
"SADIKU-DUSHI N, 2019, J BUS RES","BECHERER RC, 2012, NEW ENGL J ENTREP"
"SADIKU-DUSHI N, 2019, J BUS RES","BJERKE B, 2002, ENTREPRENEURIAL MARK"
"SADIKU-DUSHI N, 2019, J BUS RES","BOONE HN, 2012, J EXT"
"SADIKU-DUSHI N, 2019, J BUS RES","BUDESCU DV, 1993, PSYCHOL BULL"
"SADIKU-DUSHI N, 2019, J BUS RES","CALANTONE RJ, 2002, IND MARKET MANAG"
"SADIKU-DUSHI N, 2019, J BUS RES","CARSON D, 1996, MARKETING INTELLIGENCE AND PLANNING"
"SADIKU-DUSHI N, 2019, J BUS RES","COLLINSON E, 2001, MANAGEMENT DECISION"
"SADIKU-DUSHI N, 2019, J BUS RES","COLLINSON E, 2002, J MARKET MANAG"
"SADIKU-DUSHI N, 2019, J BUS RES","CONSTANTINIDES E, 2006, J MARKET MANAG-UK"
"SADIKU-DUSHI N, 2019, J BUS RES","CRAWFORD SL, 2006, CIRCULATION"
"SADIKU-DUSHI N, 2019, J BUS RES","DAY GS, 1999, J MARKETING"
"SADIKU-DUSHI N, 2019, J BUS RES","EVANS N, 2005, INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT"
"SADIKU-DUSHI N, 2019, J BUS RES","GARTNER WB, 1989, AM J SMALL BUSINESS"
"SADIKU-DUSHI N, 2019, J BUS RES","GRUBER M, 2004, SCHMALENBACH BUS REV"
"SADIKU-DUSHI N, 2019, J BUS RES","HACIOGLU G, 2012, PROCD SOC BEHV"
"SADIKU-DUSHI N, 2019, J BUS RES","HAIR JF, 2011, J MARKET THEORY PRAC"
"SADIKU-DUSHI N, 2019, J BUS RES","HILL J, 2000, JOURNAL OF ENTERPRISING CULTURE"
"SADIKU-DUSHI N, 2019, J BUS RES","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP"
"SADIKU-DUSHI N, 2019, J BUS RES","HILLS G, 1992, ENTREPRENEURSHIP THEORY AND PRACTICE"
"SADIKU-DUSHI N, 2019, J BUS RES","HILLS G, 1998, RESEARCH AT THE MARKETING/ENTREPRENEURSHIP INTERFACE"
"SADIKU-DUSHI N, 2019, J BUS RES","HILLS G, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"SADIKU-DUSHI N, 2019, J BUS RES","HILLS G E, 2006, MARKETING-BROADENING THE HORIZON"
"SADIKU-DUSHI N, 2019, J BUS RES","HILLS GE, 2008, J SMALL BUS MANAGE"
"SADIKU-DUSHI N, 2019, J BUS RES","HILLS GE, 2013, ENTREP RES J"
"SADIKU-DUSHI N, 2019, J BUS RES","HISRICH DR, 2017, EFFECTIVE ENTREPRENEURIAL MANAGEMENT"
"SADIKU-DUSHI N, 2019, J BUS RES","HISRICH RD, 1992, J BUSINESS IND MARKE"
"SADIKU-DUSHI N, 2019, J BUS RES","HOY F, 2008, J SMALL BUS MANAGE"
"SADIKU-DUSHI N, 2019, J BUS RES","HULTMAN CM, 2003, J MARKET THEORY PRAC"
"SADIKU-DUSHI N, 2019, J BUS RES","IONITA D, 2012, MANAGEMENT MARKETING"
"SADIKU-DUSHI N, 2019, J BUS RES","JABAREEN YR, 2009, INT J QUAL METHODS"
"SADIKU-DUSHI N, 2019, J BUS RES","KILENTHONG P, 2015, JOURNAL OF INTERNATIONAL MARKETING STRATEGY"
"SADIKU-DUSHI N, 2019, J BUS RES","KILENTHONG P, 2016, J RES MARK ENTREP"
"SADIKU-DUSHI N, 2019, J BUS RES","KING ABDULAZIZ UNIVERSITY SAUDI ARABIA, 2018, EURASIAN JOURNAL OF BUSINESS AND MANAGEMENT"
"SADIKU-DUSHI N, 2019, J BUS RES","KOHLI AK, 1990, J MARKETING"
"SADIKU-DUSHI N, 2019, J BUS RES","KRAUS S, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"SADIKU-DUSHI N, 2019, J BUS RES","KRAUS S, 2012, J RES MARK ENTREP"
"SADIKU-DUSHI N, 2019, J BUS RES","KURGUN H, 2011, EUROPEAN J SOCIAL SC"
"SADIKU-DUSHI N, 2019, J BUS RES","LI YH, 2009, IND MARKET MANAG"
"SADIKU-DUSHI N, 2019, J BUS RES","LUMPKIN GT, 2001, J BUS VENTURING"
"SADIKU-DUSHI N, 2019, J BUS RES","MCKENNA R, 1991, HARVARD BUS REV"
"SADIKU-DUSHI N, 2019, J BUS RES","MILES M, 2015, J STRATEG MARK"
"SADIKU-DUSHI N, 2019, J BUS RES","MILES MP, 2006, EUR J MARKETING"
"SADIKU-DUSHI N, 2019, J BUS RES","MORRIS MH, 2001, EMERGENCE ENTREPRENE"
"SADIKU-DUSHI N, 2019, J BUS RES","MORRIS MH, 1987, J BUS VENTURING"
"SADIKU-DUSHI N, 2019, J BUS RES","MORRIS MH, 2002, J MARKET THEORY PRAC"
"SADIKU-DUSHI N, 2019, J BUS RES","MORRISH S C, 2011, J SMALL BUSINESS ENT"
"SADIKU-DUSHI N, 2019, J BUS RES","MORRISH SC, 2011, J RES MARK ENTREP"
"SADIKU-DUSHI N, 2019, J BUS RES","MORRISH SC, 2010, J STRATEG MARK"
"SADIKU-DUSHI N, 2019, J BUS RES","MUGAMBI EN, 2017, INT ACAD J INNOVATIO"
"SADIKU-DUSHI N, 2019, J BUS RES","MURPHY GB, 2004, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP"
"SADIKU-DUSHI N, 2019, J BUS RES","MURPHY GB, 1996, J BUS RES"
"SADIKU-DUSHI N, 2019, J BUS RES","OLANNYE AP, 2016, J EMERGING TRENDS EC"
"SADIKU-DUSHI N, 2019, J BUS RES","PANIGYRAKIS GG, 2007, J RETAIL CONSUM SERV"
"SADIKU-DUSHI N, 2019, J BUS RES","PELS J, 2015, PROCEEDINGS OF THE 1998 ACADEMY OF MARKETING SCIENCE (AMS) ANNUAL CONFERENCE (P"
"SADIKU-DUSHI N, 2019, J BUS RES","RAMADANI VELAND, 2014, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS"
"SADIKU-DUSHI N, 2019, J BUS RES","RANDOLPH WA, 1991, ENTREPRENEURSHIP THEORY PRACTICE"
"SADIKU-DUSHI N, 2019, J BUS RES","READ A, 2000, JOURNAL OF MANAGEMENT PRACTICE"
"SADIKU-DUSHI N, 2019, J BUS RES","REZVANI M, 2014, INTERNATIONAL JOURNAL OF BASIC SCIENCES AND APPLIED RESEARCH"
"SADIKU-DUSHI N, 2019, J BUS RES","SORIANO DR, 2010, J BUS RES"
"SADIKU-DUSHI N, 2019, J BUS RES","SAUNDERS M, 2008, RES METHODS BUSINESS"
"SADIKU-DUSHI N, 2019, J BUS RES","SHAW E, 2004, QUALITATIVE MARKETIN"
"SADIKU-DUSHI N, 2019, J BUS RES","SHETH JN, 1995, INTERNATIONAL BUSINESS REVIEW"
"SADIKU-DUSHI N, 2019, J BUS RES","SINGH YK, 2006, FUNDAMENTAL RES METH"
"SADIKU-DUSHI N, 2019, J BUS RES","SORIANO D R, 2003, EUR BUS REV"
"SADIKU-DUSHI N, 2019, J BUS RES","SORIANO DR, 2005, SERV IND J"
"SADIKU-DUSHI N, 2019, J BUS RES","STOKES D, 2009, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT"
"SADIKU-DUSHI N, 2019, J BUS RES","STOREY DJ, 1989, SMALL BUSINESS ECONOMICS"
"SADIKU-DUSHI N, 2019, J BUS RES","TAVAKOL M, 2011, INT J MED EDUC"
"SADIKU-DUSHI N, 2019, J BUS RES","TOGHRAEE M, 2017, INTERNATIONAL JOURNAL OF APPLIED BUSINESS AND ECONOMIC RESEARCH"
"SADIKU-DUSHI N, 2019, J BUS RES","VANVOORHIS CRW, 2007, TUTOR QUANT METHODS"
"SADIKU-DUSHI N, 2019, J BUS RES","VARGO SL, 2004, J MARKETING"
"SADIKU-DUSHI N, 2019, J BUS RES","VENKATRAMAN N, 1986, ACAD MANAGE REV"
"SADIKU-DUSHI N, 2019, J BUS RES","WALLIMAN N, 2011, YOUR RESEARCH PROJECT: DESIGNING AND PLANNING YOUR WORK"
"SADIKU-DUSHI N, 2019, J BUS RES","WEBSTER FE, 1992, J MARKETING"
"SADIKU-DUSHI N, 2019, J BUS RES","WHALEN P, 2016, J STRATEG MARK"
"SADIKU-DUSHI N, 2019, J BUS RES","WIKLUND J, 2003, STRATEGIC MANAGE J"
"SADIKU-DUSHI N, 2019, J BUS RES","ZIKMUND W G, 2002, EFFECTIVE MARKETING: CREATING AND KEEPING CUSTOMERS IN AN E-COMMERCE WORLD"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","AAKER D, 2007, STRATEGIC MARKETING"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","AAKER DAVIDA, 1996, BUILDING STRONG BRAN"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BAKER WE, 2009, J SMALL BUS MANAGE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BELL GG, 2005, STRATEGIC MANAGE J"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BERNARD P, 2011, MONDE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BEVERLAND M, 2005, J ADVERTISING"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BEVERLAND MB, 2006, HANDBOOK OF NICHE MARKETING"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BEVERLAND MB, 2005, J MANAGE STUD"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BICK GNC, 2009, J MARKET MANAG-UK"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BJERKE B, 2002, ENTREPRENEURIAL MARK"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BOBRIE F, 2009, VIN SES MARCHES ANN"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BROWN B, 1995, J SMALL BUS MANAGE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","BRUWER J, 2010, J CONSUM MARK"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CARDEBAT JM, 2009, VIN SES MARCHES ANN"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CARSON D, 1989, JOURNAL OF MARKETING MANAGEMENT"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CASSON M, 2007, INT SMALL BUS J"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CELHAY F, 2010, DECISIONS MARKETING"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CELHAY F, 2008, MARKET MANAGEME 0101"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CHARTERS S, 2008, INTERNATIONAL JOURNAL OF WINE BUSINESS RESEARCH"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","CHASTON I, 1997, EUR J MARKETING"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","COLLINSON E, 2001, MANAGEMENT DECISION"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","COX DAVID, 2009, JOURNAL OF WINE RESEARCH"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","DECANTER, 2011, DECANTER"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","DEMOISSIER M, 2001, ANTHR FOOD"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","DUQUESNOIS F, 2010, REVUE FRANCAISE DE GESTION"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","EISENHARDT KM, 1989, ACAD MANAGE REV"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","FELZENSZTEIN C, 2009, J INT ENTREP"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","GAMBLE PR, 2007, J WINE RES"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","GILINSKY A, 2006, 3 INT WIN BUS RES C"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","GILINSKY A, 1999, INT COUNC SMALL BUS"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","GUIDO G, 2011, INT J ENTREP BEHAV R"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","GURAU C, 2008, INT J WINE BUS RES"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","HILL J, 2000, JOURNAL OF ENTERPRISING CULTURE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","HILLS G, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","HILLS GE, 2008, J SMALL BUS MANAGE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","HOWLEY M, 2008, JOURNAL OF VACATION MARKETING"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","HUSSAIN M, 2007, J GLOB MARK"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","INTER-RHONE, 2009, CHIFFRES CLES 2009"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","INTERNATIONAL ORGANIZATION OF VINE AND WINE, 2021, STAT REP WORLD VIT"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","JONES R, 2011, J SMALL BUS ENTREP"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","JONES R, 2011, INT SMALL BUS J"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","KRAUS S, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","LITTUNEN H, 2000, INT J ENTREPRENEURIA"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","MARTINEZ MA, 2011, INT J ENTREP BEHAV R"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","MILLER K, 2008, SMALL ENTERP RES"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","MINTEL, 2010, GLOB MARK RES TRENDS"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","MONTAIGNE E, 2010, AGRICULTURAL AND RESOURCE ECONOMICS"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","MORRIS MH, 2002, J MARKET THEORY PRAC"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","MORRISON A, 2009, EUR PLAN STUD"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","PERREN L, 2004, INT SMALL BUS J"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","PERROUTY JP, 2006, AGRIBUSINESS"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","PITTA D, 2007, J PROD BRAND MANAG"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","PORTER ME, 1998, HARVARD BUS REV"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","QUINTON S, 2008, INT J WINE BUS RES"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","SCHAMEL G, 2006, AGRIBUSINESS"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","SCHINDEHUTTE M, 2008, RETHINKING MARKETING: THE ENTREPRENEURIAL IMPERATIVE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","SHAW E, 2006, INT SMALL BUS J"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","SIMMONS G, 2009, INT J ENTREP INNOV"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","SIMPSON K, 2004, MANAGING LEISURE"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","SUIRE RAPHAEL, 2008, REVUE FRANCAISE DE GESTION"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","TERBLANCHE NS, 2008, J INT FOOD AGRIBUS M"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","THACH E, 2006, J FOOD PROD MARK"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","TORRES-MORAGA E, 2008, J CONSUM MARK"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","TRINQUECOSTE JF, 2009, LE VIN ET SES MARCHES. ANNALES (2009)"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","VALLASTER C, 2011, INT J ENTREPRENEURSH"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","VRONTIS D, 2008, J BRAND MANAG"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","VRONTIS D, 2011, J BRAND MANAG"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","WESTLAND B, 2001, BUILDING BRAND EQUIT"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","WILCOX JB, 2008, INT J WINE BUS RES"
"THOMAS LC, 2013, INT J ENTREP BEHAV R","WOODSIDE AG, 2010, IND MARKET MANAG"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","ACKERMAN DS, 2003, JOURNAL OF MARKING EDUCATION"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","ANDERSECK K, 2004, HIGHER ED EUROPE"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","ANDERSON AR, 2008, J SMALL BUS ENTERP D"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","ANNA AL, 2000, JOURNAL OF BUSINESS VENTURING"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","ARENIUS P, 2005, SMALL BUS ECON"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","BENNIS WG, 2005, HARVARD BUS REV"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","BLOCK Z, 1992, THE STATE-OF-THE-ART OF ENTREPRENEURSHIP"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","BOSMA N, 2008, GLOBAL ENTREPRENEURS"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","BRAWER F B, 1997, CTR ENTREPRENEURIAL"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","BUMPUS MA, 2008, J EDUC BUS"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","CASAR J R, 2000, EUROPEAN JOURNAL OF ENGINEERING EDUCATION"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","CHEN CC, 1998, J BUS VENTURING"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","COLLINSON E, 2001, MANAGEMENT DECISION"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","CONE J, 2007, TEACHING ENTREPRENEURSHIP IN COLLEGES AND UNIVERSITIES: HOW (AND WHY) A NEW ACADEMIC FIELD IS BEING BUILT"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","COX LW, 2002, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP EDUCATION"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","DALY S, 2001, JOURNAL OF MARKETINGEDUCATION"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","DELMAR F, 2003, STRATEGIC MANAGE J"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","DICKSON PH, 2008, J SMALL BUS ENTERP D"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","DOANE DJ, 2005, ARENAS OF ENTREPRENEURSHIP: WHERE NONPROFITS AND FOR-PROFIT INSTITUTIONS COMPETE"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","DRORI GS, 2009, INT J ENTREP INNOV"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","DRUCKER PF, 1985, INNOVATION AND ENTREPRENEURSHIP"""
"PELTIER JW, 2010, J SMALL BUS ENTERP D","ELENURM T, 2008, BALT J MANAG"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","FAYOLLE A, 2006, J EUROPEAN IND TRAIN"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","FORBES DP, 2005, ENTREP THEORY PRACT"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","FOSTER J, 2003, BRIT J EDUC TECHNOL"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","FRANK H, 2007, ENTREP REGION DEV"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","FRONTCZAK NT, 2000, JOURNAL OF MARKETING EDUCATION"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","FUCHS K, 2008, J SMALL BUS ENTERP D"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","GIBB A, 2002, INT J MANAG REV"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","GORMAN G, 1997, INTERNATIONAL SMALL BUSINESS JOURNAL"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","GUPTA VK, 2009, ENTREP THEORY PRACT"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","HALBESLEBEN JR B, 2004, JOURNAL OF APPLIED MANAGEMENT AND ENTREPRENEURSHIPS"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","HILLS GE, 2005, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","HILLS GE, 2008, J SMALL BUS MANAGE"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","HOLT DT, 2007, J LEADERSH ORG STUD"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","HONIG B, 2004, ACAD MANAG LEARN EDU"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","KENNEDY EJ, 2001, JOURNAL OF MARKETING EDUCATION"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","KIRBY D, 2004, ED TRAINING"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","KOCAK A, 2009, INT MARKET REV"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","KOLB D, 1984, STRATEGIC LEARNING IN A KNOWLEDGE ECONOMY"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","KRUEGER NORRISF, 1993, ENTREPRENEURSHIP REGIONAL DEVELOPMENT"
"PELTIER JW, 2010, J SMALL BUS ENTERP D","LODISH LM, 2001, ENTREPRENEURIAL MARKETING. LESSONS FROM WHARTON'S PIONEERING MBA COURSE"
